,fov,peak,birth_label,birth_time,division_time,sb,sd,delta,elong_rate,tau,width,septum_position
f12p1401t0292r04,12,1401,4,292,309,2.283203125,4.4453125,2.16015625,0.85546875,51.0,0.4888,0.51708984375
f12p1401t0305r01,12,1401,1,305,323,1.755859375,3.646484375,1.8896484375,0.8017578125,54.0,0.4485,0.482666015625
f12p1401t0305r02,12,1401,2,305,323,1.63671875,3.208984375,1.572265625,0.81201171875,54.0,0.4946,0.51025390625
f12p1401t0305r03,12,1401,3,305,326,1.5615234375,3.646484375,2.083984375,0.78515625,63.0,0.46,0.51806640625
f12p1401t0305r04,12,1401,4,305,325,1.49609375,3.33984375,1.84375,0.8173828125,60.0,0.4478,0.583984375
f12p1401t0306r04,12,1401,4,306,319,1.8955078125,3.126953125,1.232421875,0.87646484375,39.0,0.45,0.58251953125
f12p1401t0323r01,12,1401,1,323,343,1.759765625,3.79296875,2.033203125,0.72265625,60.0,0.4543,0.55517578125
f12p1401t0323r02,12,1401,2,323,339,1.8857421875,3.771484375,1.884765625,0.8466796875,48.0,0.4573,0.51708984375
f12p1401t0339r02,12,1401,2,339,348,1.9501953125,2.599609375,0.64990234375,0.64892578125,27.0,0.4575,0.425048828125
f12p1401t0343r01,12,1401,1,343,361,2.10546875,3.84375,1.73828125,0.78369140625,54.0,0.456,0.55908203125
f12p1401t0343r02,12,1401,2,343,359,1.6875,3.197265625,1.5107421875,0.69287109375,48.0,0.469,0.48828125
f12p1401t0359r02,12,1401,2,359,376,1.5615234375,3.185546875,1.625,0.7744140625,51.0,0.4766,0.489501953125
f12p1401t0359r03,12,1401,3,359,377,1.63671875,3.390625,1.7548828125,0.7880859375,54.0,0.464,0.50146484375
f12p1401t0361r01,12,1401,1,361,377,2.1484375,4.43359375,2.28515625,0.83984375,48.0,0.4624,0.54541015625
f12p1401t0361r02,12,1401,2,361,379,1.6953125,3.533203125,1.837890625,0.873046875,54.0,0.4648,0.53857421875
f12p1401t0376r04,12,1401,4,376,394,1.6259765625,2.9921875,1.3662109375,0.6015625,54.0,0.4705,0.521484375
f12p1401t0377r01,12,1401,1,377,391,2.419921875,4.30078125,1.880859375,0.81103515625,42.0,0.4446,0.529296875
f12p1401t0377r02,12,1401,2,377,392,2.015625,3.78125,1.765625,0.82861328125,45.0,0.4597,0.484130859375
f12p1401t0391r02,12,1401,2,391,404,2.0234375,3.64453125,1.62109375,0.91357421875,39.0,0.4678,0.42822265625
f12p1401t0392r04,12,1401,4,392,409,1.830078125,3.583984375,1.75390625,0.7626953125,51.0,0.4553,0.50927734375
f12p1401t0404r03,12,1401,3,404,421,2.083984375,4.1640625,2.080078125,0.8134765625,51.0,0.4722,0.43701171875
f12p1401t0419r01,12,1401,1,419,435,2.03125,3.599609375,1.5673828125,0.69482421875,48.0,0.4539,0.5068359375
f12p1401t0419r02,12,1401,2,419,435,2.1484375,3.6875,1.5380859375,0.6748046875,48.0,0.468,0.546875
f12p1401t0422r03,12,1401,3,422,437,1.9501953125,3.595703125,1.6455078125,0.89697265625,45.0,0.4734,0.493408203125
f12p1401t0422r04,12,1401,4,422,435,1.9541015625,3.19921875,1.2451171875,0.75341796875,39.0,0.4648,0.451171875
f12p1401t0435r01,12,1401,1,435,451,1.82421875,3.451171875,1.6259765625,0.7890625,48.0,0.478,0.54736328125
f12p1401t0435r02,12,1401,2,435,451,1.7744140625,3.447265625,1.6728515625,0.83056640625,48.0,0.4668,0.546875
f12p1401t0435r03,12,1401,3,435,452,2.015625,4.3671875,2.3515625,0.85400390625,51.0,0.4585,0.477294921875
f12p1401t0451r04,12,1401,4,451,467,1.5615234375,3.08203125,1.521484375,0.93212890625,48.0,0.4783,0.4921875
f12p1401t0468r01,12,1401,1,468,484,2.01953125,4.12109375,2.103515625,0.89111328125,48.0,0.4434,0.5361328125
f12p1401t0468r02,12,1401,2,468,484,1.951171875,3.46875,1.517578125,0.72607421875,48.0,0.4397,0.548828125
f12p1401t0484r02,12,1401,2,484,489,1.9130859375,2.490234375,0.57666015625,1.001953125,15.0,0.449,0.6005859375
f12p1401t0484r03,12,1401,3,484,500,1.9033203125,3.837890625,1.9345703125,0.87841796875,48.0,0.4558,0.491455078125
f12p1477t0015r02,12,1477,2,15,34,1.755859375,3.51171875,1.755859375,0.73046875,57.0,0.4846,0.5185546875
f12p1477t0015r03,12,1477,3,15,29,1.8857421875,3.3828125,1.49609375,0.83349609375,42.0,0.4595,0.480712890625
f12p1477t0017r01,12,1477,1,17,26,2.470703125,3.533203125,1.0615234375,0.83349609375,27.0,0.4478,0.60986328125
f12p1477t0017r02,12,1477,2,17,30,1.8857421875,3.509765625,1.6240234375,0.927734375,39.0,0.439,0.4814453125
f12p1477t0030r03,12,1477,3,30,45,1.6904296875,3.326171875,1.63671875,0.783203125,45.0,0.4268,0.410888671875
f12p1477t0045r01,12,1477,1,45,57,2.080078125,3.46484375,1.3828125,0.82177734375,36.0,0.4675,0.54931640625
f12p1477t0045r02,12,1477,2,45,61,2.080078125,4.08203125,2.001953125,0.87451171875,48.0,0.4563,0.468505859375
f12p1477t0048r03,12,1477,3,48,62,1.8896484375,3.521484375,1.6318359375,0.7763671875,42.0,0.445,0.480224609375
f12p1477t0057r01,12,1477,1,57,74,1.9033203125,3.751953125,1.8486328125,0.7998046875,51.0,0.4866,0.489990234375
f12p1477t0057r02,12,1477,2,57,75,1.5615234375,3.662109375,2.1015625,0.92626953125,54.0,0.4648,0.51953125
f12p1477t0061r03,12,1477,3,61,77,1.9130859375,3.84765625,1.9345703125,0.82568359375,48.0,0.4639,0.5576171875
f12p1477t0061r04,12,1477,4,61,74,2.169921875,3.35546875,1.1865234375,0.66357421875,39.0,0.464,0.47119140625
f12p1477t0074r01,12,1477,1,74,90,1.8388671875,3.6484375,1.810546875,0.8115234375,48.0,0.4912,0.482177734375
f12p1477t0090r01,12,1477,1,90,106,1.759765625,3.640625,1.880859375,0.84912109375,48.0,0.4714,0.53564453125
f12p1477t0090r02,12,1477,2,90,106,1.8896484375,3.837890625,1.947265625,0.85791015625,48.0,0.4856,0.491455078125
f12p1477t0106r01,12,1477,1,106,123,1.951171875,3.837890625,1.8857421875,0.80908203125,51.0,0.4646,0.457763671875
f12p1477t0106r02,12,1477,2,106,124,1.6904296875,3.583984375,1.89453125,0.84619140625,54.0,0.4587,0.490966796875
f12p1477t0106r04,12,1477,4,106,120,1.951171875,3.447265625,1.49609375,0.890625,42.0,0.474,0.546875
f12p1477t0123r01,12,1477,1,123,139,1.755859375,3.578125,1.8212890625,0.91357421875,48.0,0.4834,0.54541015625
f12p1477t0123r02,12,1477,2,123,137,2.080078125,3.908203125,1.828125,0.89501953125,42.0,0.4656,0.533203125
f12p1477t0124r03,12,1477,3,124,138,1.759765625,3.19921875,1.4384765625,0.77099609375,42.0,0.4712,0.491455078125
f12p1477t0124r04,12,1477,4,124,141,1.82421875,3.720703125,1.8955078125,0.83642578125,51.0,0.4631,0.54296875
f12p1477t0137r02,12,1477,2,137,151,2.083984375,3.900390625,1.8173828125,0.8955078125,42.0,0.4531,0.5166015625
f12p1477t0137r03,12,1477,3,137,150,1.82421875,3.0625,1.23828125,0.76416015625,39.0,0.462,0.5732421875
f12p1477t0139r01,12,1477,1,139,153,1.951171875,3.51171875,1.5615234375,0.86572265625,42.0,0.4746,0.444580078125
f12p1477t0139r02,12,1477,2,139,156,1.6259765625,3.1875,1.5615234375,0.81298828125,51.0,0.4585,0.448974609375
f12p1477t0150r04,12,1477,4,150,173,1.755859375,4.17578125,2.41796875,0.74267578125,69.0,0.439,0.5615234375
f12p1477t0151r03,12,1477,3,151,165,2.015625,3.8359375,1.8203125,0.89990234375,42.0,0.4624,0.50830078125
f12p1477t0156r03,12,1477,3,156,173,1.431640625,3.255859375,1.82421875,0.90185546875,51.0,0.4504,0.3798828125
f12p1477t0156r04,12,1477,4,156,177,1.755859375,3.845703125,2.08984375,0.76171875,63.0,0.4822,0.54345703125
f12p1477t0185r03,12,1477,3,185,196,1.9248046875,3.21875,1.29296875,0.884765625,33.0,0.4668,0.51123046875
f12p1477t0186r02,12,1477,2,186,204,1.4951171875,3.90234375,2.40625,0.95751953125,54.0,0.4424,0.56640625
f12p1477t0189r03,12,1477,3,189,206,1.701171875,3.7890625,2.087890625,0.86767578125,51.0,0.4724,0.51904296875
f12p1477t0189r04,12,1477,4,189,206,1.9599609375,3.466796875,1.5068359375,0.73828125,51.0,0.4678,0.493408203125
f12p1477t0204r02,12,1477,2,204,220,2.2109375,3.595703125,1.3857421875,0.6083984375,48.0,0.4504,0.455078125
f12p1477t0204r03,12,1477,3,204,217,1.69140625,2.8671875,1.1767578125,0.7275390625,39.0,0.4436,0.54443359375
f12p1477t0223r01,12,1477,1,223,244,1.63671875,3.775390625,2.138671875,0.83056640625,63.0,0.464,0.53466796875
f12p1477t0223r02,12,1477,2,223,240,1.701171875,3.708984375,2.0078125,0.8720703125,51.0,0.463,0.525390625
f12p1477t0240r03,12,1477,3,240,255,1.759765625,3.396484375,1.6357421875,0.88232421875,45.0,0.4624,0.52001953125
f12p1477t0244r01,12,1477,1,244,257,2.01953125,3.4453125,1.42578125,0.82373046875,39.0,0.4634,0.43408203125
f12p1477t0244r02,12,1477,2,244,259,1.755859375,3.400390625,1.64453125,0.88720703125,45.0,0.4563,0.52197265625
f12p1477t0257r01,12,1477,1,257,274,1.4951171875,3.328125,1.833984375,0.884765625,51.0,0.4795,0.546875
f12p1477t0257r02,12,1477,2,257,273,1.9501953125,3.837890625,1.8876953125,0.90966796875,48.0,0.469,0.474609375
f12p1477t0257r04,12,1477,4,257,272,1.951171875,3.515625,1.564453125,0.77490234375,45.0,0.4546,0.48095703125
f12p1477t0259r03,12,1477,3,259,276,1.7744140625,3.458984375,1.6845703125,0.7509765625,51.0,0.451,0.45458984375
f12p1477t0259r04,12,1477,4,259,275,1.6259765625,3.59765625,1.9716796875,0.92431640625,48.0,0.4521,0.5107421875
f12p1477t0273r02,12,1477,2,273,288,1.8212890625,3.580078125,1.7578125,0.85302734375,45.0,0.448,0.435791015625
f12p1477t0273r03,12,1477,3,273,288,2.015625,3.447265625,1.431640625,0.7392578125,45.0,0.4668,0.490478515625
f12p1477t0274r01,12,1477,1,274,289,1.8212890625,3.197265625,1.3759765625,0.84619140625,45.0,0.4795,0.468017578125
f12p1477t0274r02,12,1477,2,274,290,1.5078125,3.080078125,1.572265625,0.8818359375,48.0,0.4595,0.53125
f12p1477t0288r03,12,1477,3,288,302,1.5595703125,2.671875,1.11328125,0.72412109375,42.0,0.4443,0.51318359375
f12p1477t0288r04,12,1477,4,288,301,2.01953125,3.640625,1.6220703125,0.89111328125,39.0,0.4746,0.517578125
f12p1477t0289r01,12,1477,1,289,308,1.49609375,3.326171875,1.830078125,0.78857421875,57.0,0.4778,0.491943359375
f12p1477t0289r02,12,1477,2,289,304,1.701171875,3.2734375,1.572265625,0.87353515625,45.0,0.4524,0.55908203125
f12p1477t0290r04,12,1477,4,290,308,1.443359375,3.015625,1.5712890625,0.775390625,54.0,0.4624,0.51806640625
f12p1477t0304r02,12,1477,2,304,321,1.830078125,3.673828125,1.84375,0.7734375,51.0,0.4475,0.51416015625
f12p1477t0308r01,12,1477,1,308,328,1.63671875,3.494140625,1.8583984375,0.78955078125,60.0,0.4712,0.5107421875
f12p1477t0308r02,12,1477,2,308,324,1.6904296875,3.501953125,1.8125,0.90576171875,48.0,0.4612,0.46435546875
f12p1477t0321r03,12,1477,3,321,335,1.8896484375,3.392578125,1.5029296875,0.87158203125,42.0,0.4517,0.49853515625
f12p1477t0321r04,12,1477,4,321,331,1.78515625,2.75,0.96484375,0.84912109375,30.0,0.465,0.378173828125
f12p1477t0324r02,12,1477,2,324,342,1.6259765625,3.447265625,1.8212890625,0.81591796875,54.0,0.4475,0.452880859375
f12p1477t0328r01,12,1477,1,328,343,1.78515625,3.1328125,1.34765625,0.85107421875,45.0,0.4763,0.501953125
f12p1477t0328r02,12,1477,2,328,343,1.7099609375,3.31640625,1.6064453125,0.88623046875,45.0,0.445,0.509765625
f12p1477t0342r04,12,1477,4,342,357,1.8857421875,3.380859375,1.4951171875,0.7509765625,45.0,0.4456,0.480712890625
f12p1477t0343r01,12,1477,1,343,360,1.572265625,3.0546875,1.482421875,0.7861328125,51.0,0.4646,0.4853515625
f12p1477t0343r02,12,1477,2,343,359,1.5595703125,3.220703125,1.66015625,0.86328125,48.0,0.4739,0.5048828125
f12p1477t0343r03,12,1477,3,343,362,1.69140625,3.51953125,1.828125,0.8349609375,57.0,0.463,0.5185546875
f12p1477t0359r02,12,1477,2,359,376,1.6259765625,3.140625,1.515625,0.78173828125,51.0,0.4265,0.49658203125
f12p1477t0359r03,12,1477,3,359,376,1.59375,3.521484375,1.9287109375,0.83544921875,51.0,0.457,0.49853515625
f12p1477t0360r01,12,1477,1,360,380,1.482421875,3.251953125,1.7705078125,0.74853515625,60.0,0.469,0.5400390625
f12p1477t0360r02,12,1477,2,360,384,1.572265625,4.36328125,2.79296875,0.87109375,72.0,0.4636,0.50830078125
f12p1477t0376r04,12,1477,4,376,390,1.5810546875,3.01953125,1.4375,0.91748046875,42.0,0.4438,0.5185546875
f12p1477t0380r01,12,1477,1,380,399,1.755859375,3.775390625,2.01953125,0.81591796875,57.0,0.4673,0.483154296875
f12p1477t0380r02,12,1477,2,380,401,1.49609375,3.130859375,1.634765625,0.677734375,63.0,0.456,0.43798828125
f12p1477t0384r03,12,1477,3,384,399,2.21875,4.30078125,2.08203125,0.8759765625,45.0,0.4678,0.529296875
f12p1477t0384r04,12,1477,4,384,398,2.146484375,3.576171875,1.4296875,0.7646484375,42.0,0.4395,0.47265625
f12p1477t0399r01,12,1477,1,399,417,1.82421875,3.52734375,1.7021484375,0.8212890625,54.0,0.4502,0.55419921875
f12p1477t0399r02,12,1477,2,399,416,1.951171875,3.5859375,1.634765625,0.68505859375,51.0,0.4758,0.5283203125
f12p1477t0399r04,12,1477,4,399,410,2.275390625,3.646484375,1.3701171875,0.85693359375,33.0,0.4453,0.51806640625
f12p1477t0401r03,12,1477,3,401,420,1.37109375,3.015625,1.6435546875,0.767578125,57.0,0.4531,0.482177734375
f12p1477t0401r04,12,1477,4,401,419,1.759765625,3.775390625,2.015625,0.8583984375,54.0,0.453,0.5166015625
f12p1477t0416r02,12,1477,2,416,430,1.8955078125,3.19140625,1.296875,0.74365234375,42.0,0.4675,0.5703125
f12p1477t0416r03,12,1477,3,416,431,1.69140625,3.384765625,1.693359375,0.79443359375,45.0,0.4746,0.52001953125
f12p1477t0417r01,12,1477,1,417,434,1.9541015625,4.296875,2.34375,0.8515625,51.0,0.44,0.5
f12p1477t0417r02,12,1477,2,417,433,1.572265625,3.515625,1.943359375,1.0302734375,48.0,0.4473,0.48095703125
f12p1477t0433r02,12,1477,2,433,449,1.69140625,2.99609375,1.3056640625,0.75927734375,48.0,0.4355,0.4560546875
f12p1477t0434r01,12,1477,1,434,446,2.1484375,3.59375,1.4443359375,0.81591796875,36.0,0.4304,0.48828125
f12p1477t0446r01,12,1477,1,446,460,1.7548828125,3.2109375,1.4560546875,0.779296875,42.0,0.4395,0.5673828125
f12p1477t0460r01,12,1477,1,460,484,1.8212890625,3.744140625,1.9228515625,0.73974609375,72.0,0.446,0.50634765625
f12p1477t0484r01,12,1477,1,484,499,1.8955078125,3.51953125,1.625,0.78076171875,45.0,0.46,0.5185546875
f12p1551t0014r01,12,1551,1,14,31,1.63671875,3.779296875,2.142578125,0.9130859375,51.0,0.535,0.5
f12p1551t0014r02,12,1551,2,14,28,2.015625,3.400390625,1.384765625,0.837890625,42.0,0.4675,0.48388671875
f12p1551t0028r02,12,1551,2,28,44,1.6455078125,3.255859375,1.6103515625,0.7802734375,48.0,0.4995,0.4794921875
f12p1551t0031r01,12,1551,1,31,45,1.8896484375,3.677734375,1.787109375,0.84912109375,42.0,0.5034,0.482421875
f12p1551t0043r02,12,1551,2,43,57,1.82421875,2.943359375,1.1181640625,0.75244140625,42.0,0.466,0.421875
f12p1551t0045r02,12,1551,2,45,59,1.9033203125,3.44921875,1.546875,0.9052734375,42.0,0.4402,0.489990234375
f12p1551t0059r02,12,1551,2,59,77,1.6904296875,3.716796875,2.02734375,0.8115234375,54.0,0.4482,0.492431640625
f12p1551t0077r02,12,1551,2,77,94,1.8896484375,3.328125,1.4375,0.72314453125,51.0,0.4773,0.53076171875
f12p1551t0077r03,12,1551,3,77,93,1.49609375,3.251953125,1.755859375,0.84521484375,48.0,0.4612,0.52001953125
f12p1551t0077r04,12,1551,4,77,95,1.830078125,3.392578125,1.5625,0.7568359375,54.0,0.4626,0.49853515625
f12p1551t0080r01,12,1551,1,80,97,1.69140625,3.060546875,1.369140625,0.7900390625,51.0,0.4795,0.490234375
f12p1551t0080r02,12,1551,2,80,99,1.701171875,3.865234375,2.1640625,0.8623046875,57.0,0.4746,0.5546875
f12p1551t0093r04,12,1551,4,93,112,1.69140625,3.515625,1.82421875,0.82763671875,57.0,0.4546,0.48095703125
f12p1551t0097r01,12,1551,1,97,117,1.5009765625,3.580078125,2.080078125,0.84423828125,60.0,0.465,0.54443359375
f12p1551t0097r02,12,1551,2,97,105,1.5595703125,2.48828125,0.927734375,1.0458984375,24.0,0.438,0.5234375
f12p1551t0099r03,12,1551,3,99,113,2.14453125,3.603515625,1.458984375,0.76025390625,42.0,0.47,0.489990234375
f12p1551t0148r01,12,1551,1,148,165,1.701171875,3.5859375,1.8837890625,0.8505859375,51.0,0.478,0.471435546875
f12p1551t0148r02,12,1551,2,148,165,1.5009765625,3.326171875,1.826171875,1.0322265625,51.0,0.4705,0.44970703125
f12p1551t0149r03,12,1551,3,149,167,1.951171875,3.904296875,1.953125,0.68798828125,54.0,0.464,0.48388671875
f12p1551t0149r04,12,1551,4,149,166,1.6953125,3.84375,2.1484375,1.0546875,51.0,0.447,0.50830078125
f12p1551t0165r01,12,1551,1,165,185,1.6904296875,3.83984375,2.1484375,0.830078125,60.0,0.4878,0.5595703125
f12p1551t0165r02,12,1551,2,165,181,1.8955078125,3.646484375,1.7509765625,0.8291015625,48.0,0.4456,0.51708984375
f12p1551t0165r03,12,1551,3,165,186,1.49609375,3.78125,2.28515625,0.82763671875,63.0,0.4758,0.481689453125
f12p1551t0181r02,12,1551,2,181,197,1.8857421875,3.845703125,1.958984375,0.82958984375,48.0,0.4705,0.56005859375
f12p1551t0181r03,12,1551,3,181,197,1.759765625,3.515625,1.755859375,0.89892578125,48.0,0.4558,0.462646484375
f12p1551t0185r02,12,1551,2,185,199,1.6904296875,3.208984375,1.51953125,0.92919921875,42.0,0.4644,0.5927734375
f12p1551t0197r04,12,1551,4,197,211,2.154296875,3.51953125,1.3662109375,0.74755859375,42.0,0.4705,0.57373046875
f12p1551t0211r02,12,1551,2,211,229,1.884765625,3.78125,1.8955078125,0.79248046875,54.0,0.4521,0.53271484375
f12p1551t0218r04,12,1551,4,218,235,1.8212890625,4.234375,2.4140625,0.96435546875,51.0,0.465,0.52197265625
f12p1551t0229r02,12,1551,2,229,246,2.015625,3.9140625,1.8994140625,0.8564453125,51.0,0.4353,0.50048828125
f12p1551t0230r01,12,1551,1,230,245,1.6298828125,2.99609375,1.3662109375,0.7998046875,45.0,0.4922,0.4775390625
f12p1551t0230r02,12,1551,2,230,247,1.69140625,3.515625,1.82421875,0.783203125,51.0,0.47,0.48095703125
f12p1551t0245r01,12,1551,1,245,265,1.431640625,3.3203125,1.8896484375,0.79736328125,60.0,0.501,0.432373046875
f12p1551t0245r02,12,1551,2,245,264,1.5654296875,3.46484375,1.8994140625,0.8681640625,57.0,0.48,0.469482421875
f12p1551t0247r03,12,1551,3,247,265,1.69140625,3.60546875,1.9140625,0.814453125,54.0,0.4473,0.52587890625
f12p1551t0264r02,12,1551,2,264,279,1.6259765625,3.189453125,1.5634765625,0.8408203125,45.0,0.4412,0.489013671875
f12p1551t0264r03,12,1551,3,264,280,1.8388671875,3.650390625,1.8115234375,0.94287109375,48.0,0.472,0.480712890625
f12p1551t0265r01,12,1551,1,265,280,1.435546875,2.865234375,1.4296875,1.0341796875,45.0,0.4783,0.476318359375
f12p1551t0265r02,12,1551,2,265,280,1.884765625,3.4609375,1.576171875,0.7685546875,45.0,0.4614,0.48974609375
f12p1551t0279r04,12,1551,4,279,297,1.6298828125,3.38671875,1.755859375,0.76513671875,54.0,0.4543,0.480224609375
f12p1551t0280r02,12,1551,2,280,300,1.5009765625,3.470703125,1.9697265625,0.7880859375,60.0,0.46,0.47412109375
f12p1551t0280r03,12,1551,3,280,296,1.6953125,3.34375,1.6474609375,0.8427734375,48.0,0.4756,0.434814453125
f12p1551t0280r04,12,1551,4,280,296,1.765625,3.076171875,1.3095703125,0.75341796875,48.0,0.4453,0.57666015625
f12p1551t0296r04,12,1551,4,296,311,1.8896484375,3.65234375,1.76171875,0.8408203125,45.0,0.4587,0.4482421875
f12p1551t0332r03,12,1551,3,332,352,1.6904296875,3.900390625,2.2109375,0.85595703125,60.0,0.4722,0.4501953125
f12p1551t0336r02,12,1551,2,336,355,1.8896484375,3.822265625,1.9326171875,0.771484375,57.0,0.4417,0.47607421875
f12p1551t0336r03,12,1551,3,336,351,1.884765625,3.642578125,1.7578125,0.84033203125,45.0,0.4465,0.46435546875
f12p1551t0338r01,12,1551,1,338,358,1.759765625,3.6484375,1.8896484375,0.79833984375,60.0,0.4692,0.517578125
f12p1551t0394r01,12,1551,1,394,411,1.6298828125,3.451171875,1.8212890625,0.87939453125,51.0,0.4548,0.45361328125
f12p1551t0394r02,12,1551,2,394,399,1.9541015625,2.47265625,0.517578125,0.93896484375,15.0,0.441,0.44775390625
f12p1551t0411r01,12,1551,1,411,432,1.5654296875,3.515625,1.94921875,0.7861328125,63.0,0.4653,0.517578125
f12p1551t0432r01,12,1551,1,432,452,1.8203125,3.91796875,2.09765625,0.77490234375,60.0,0.4548,0.53515625
f12p1551t0440r03,12,1551,3,440,452,1.37109375,2.798828125,1.4267578125,1.0810546875,36.0,0.43,0.44189453125
f12p1551t0452r02,12,1551,2,452,468,1.8212890625,3.515625,1.6953125,0.81396484375,48.0,0.4514,0.50048828125
f12p1551t0468r04,12,1551,4,468,484,1.755859375,3.384765625,1.62890625,0.7939453125,48.0,0.4382,0.53759765625
f12p1551t0485r03,12,1551,3,485,496,2.61328125,3.072265625,0.45947265625,0.50830078125,33.0,0.431,0.4462890625
f12p1551t0486r02,12,1551,2,486,497,2.095703125,3.251953125,1.1552734375,0.79638671875,33.0,0.439,0.56005859375
f12p1700t0012r02,12,1700,2,12,27,2.083984375,3.771484375,1.6875,0.787109375,45.0,0.4763,0.5
f12p1700t0012r03,12,1700,3,12,32,1.6904296875,4.49609375,2.8046875,0.9013671875,60.0,0.4854,0.43603515625
f12p1700t0015r01,12,1700,1,15,29,2.146484375,3.849609375,1.703125,0.8896484375,42.0,0.503,0.47412109375
f12p1700t0015r02,12,1700,2,15,28,1.8212890625,3.3828125,1.5615234375,0.900390625,39.0,0.4817,0.53857421875
f12p1700t0028r02,12,1700,2,28,44,1.8212890625,3.38671875,1.564453125,0.80078125,48.0,0.476,0.5390625
f12p1700t0029r01,12,1700,1,29,42,1.82421875,3.251953125,1.4267578125,0.857421875,39.0,0.5103,0.479736328125
f12p1700t0029r02,12,1700,2,29,42,2.0234375,3.337890625,1.3134765625,0.7900390625,39.0,0.4746,0.54833984375
f12p1700t0042r01,12,1700,1,42,60,1.5595703125,3.380859375,1.8212890625,0.91552734375,54.0,0.5107,0.480712890625
f12p1700t0042r02,12,1700,2,42,60,1.69140625,3.724609375,2.033203125,0.82568359375,54.0,0.466,0.476318359375
f12p1700t0042r03,12,1700,3,42,62,1.830078125,3.732421875,1.90234375,0.8447265625,60.0,0.4807,0.472900390625
f12p1700t0042r04,12,1700,4,42,60,1.5078125,3.455078125,1.947265625,0.986328125,54.0,0.4841,0.52978515625
f12p1700t0060r01,12,1700,1,60,75,1.625,3.123046875,1.498046875,0.900390625,45.0,0.5166,0.5
f12p1700t0060r02,12,1700,2,60,77,1.755859375,3.78515625,2.02734375,0.84619140625,51.0,0.4648,0.51806640625
f12p1700t0060r03,12,1700,3,60,78,1.7744140625,3.96875,2.1953125,0.84521484375,54.0,0.4653,0.474853515625
f12p1700t0060r04,12,1700,4,60,81,1.951171875,4.35546875,2.404296875,0.8408203125,63.0,0.4868,0.53759765625
f12p1700t0075r01,12,1700,1,75,95,1.5615234375,3.595703125,2.03515625,0.8564453125,60.0,0.473,0.455078125
f12p1700t0075r02,12,1700,2,75,97,1.5615234375,3.732421875,2.171875,0.76318359375,66.0,0.4685,0.509765625
f12p1700t0077r03,12,1700,3,77,91,1.9599609375,3.595703125,1.634765625,0.89404296875,42.0,0.4668,0.4755859375
