,fov,peak,birth_label,birth_time,division_time,sb,sd,delta,elong_rate,tau,width,septum_position
f19p0801t0033r03,19,801,3,33,51,2.146484375,4.484375,2.33984375,0.8603515625,54.0,0.5015,0.50732421875
f19p0801t0048r01,19,801,1,48,62,1.8212890625,3.3828125,1.5615234375,0.90478515625,42.0,0.4912,0.5
f19p0801t0048r02,19,801,2,48,61,1.759765625,3.083984375,1.32421875,0.85888671875,39.0,0.477,0.52880859375
f19p0801t0050r03,19,801,3,50,64,1.69140625,2.9921875,1.2998046875,0.84375,42.0,0.4893,0.478515625
f19p0801t0050r04,19,801,4,50,67,2.015625,3.76953125,1.75390625,0.8857421875,51.0,0.4614,0.465576171875
f19p0801t0061r02,19,801,2,61,78,1.6298828125,3.658203125,2.029296875,0.84228515625,51.0,0.508,0.52001953125
f19p0801t0061r03,19,801,3,61,82,1.453125,3.51171875,2.05859375,0.81005859375,63.0,0.502,0.5556640625
f19p0801t0062r01,19,801,1,62,77,1.69140625,3.0625,1.37109375,0.86083984375,45.0,0.4858,0.468994140625
f19p0801t0062r02,19,801,2,62,78,1.69140625,3.390625,1.69921875,0.89990234375,48.0,0.518,0.51904296875
f19p0801t0077r01,19,801,1,77,99,1.435546875,3.775390625,2.337890625,0.92236328125,66.0,0.4995,0.49951171875
f19p0801t0077r02,19,801,2,77,98,1.6259765625,3.720703125,2.09375,0.716796875,63.0,0.4768,0.525390625
f19p0801t0078r03,19,801,3,78,93,1.759765625,3.08203125,1.3212890625,0.80224609375,45.0,0.51,0.55517578125
f19p0801t0078r04,19,801,4,78,93,1.6298828125,3.646484375,2.015625,0.9560546875,45.0,0.4998,0.481689453125
f19p0801t0093r04,19,801,4,93,111,1.37109375,3.326171875,1.9541015625,1.017578125,54.0,0.5005,0.548828125
f19p0801t0098r02,19,801,2,98,111,1.9541015625,2.8671875,0.91357421875,0.73779296875,39.0,0.4958,0.45556640625
f19p0801t0098r03,19,801,3,98,112,1.765625,3.390625,1.6240234375,0.873046875,42.0,0.5024,0.48095703125
f19p0801t0099r01,19,801,1,99,115,1.884765625,3.91015625,2.025390625,0.9482421875,48.0,0.4807,0.44921875
f19p0801t0099r02,19,801,2,99,115,1.8896484375,3.796875,1.908203125,0.87646484375,48.0,0.4722,0.465087890625
f19p0801t0115r01,19,801,1,115,131,1.755859375,3.76953125,2.013671875,0.88232421875,48.0,0.466,0.465576171875
f19p0801t0115r02,19,801,2,115,133,2.154296875,4.30078125,2.146484375,0.79638671875,54.0,0.4966,0.470703125
f19p0801t0115r03,19,801,3,115,132,1.765625,3.7109375,1.9443359375,0.8837890625,51.0,0.4956,0.52685546875
f19p0801t0115r04,19,801,4,115,130,2.03125,4.109375,2.078125,0.8935546875,45.0,0.4512,0.427001953125
f19p0801t0131r01,19,801,1,131,148,1.7548828125,3.51171875,1.7568359375,0.83544921875,51.0,0.4944,0.444580078125
f19p0801t0131r02,19,801,2,131,144,2.015625,3.46875,1.455078125,0.8798828125,39.0,0.4902,0.492919921875
f19p0801t0133r03,19,801,3,133,145,2.0234375,3.71484375,1.689453125,0.96630859375,36.0,0.4692,0.5087890625
f19p0801t0133r04,19,801,4,133,145,2.275390625,4.03125,1.7548828125,0.91357421875,36.0,0.4797,0.403076171875
f19p0801t0144r03,19,801,3,144,159,1.759765625,3.58203125,1.8212890625,0.8447265625,45.0,0.4736,0.455078125
f19p0801t0148r01,19,801,1,148,163,1.5615234375,2.8671875,1.3056640625,0.84521484375,45.0,0.4995,0.5009765625
f19p0801t0148r02,19,801,2,148,164,1.9501953125,3.908203125,1.958984375,0.80078125,48.0,0.5024,0.55078125
f19p0801t0163r01,19,801,1,163,181,1.435546875,3.123046875,1.6865234375,0.78759765625,54.0,0.5073,0.5
f19p0801t0163r02,19,801,2,163,183,1.431640625,3.515625,2.083984375,0.865234375,60.0,0.4714,0.50048828125
f19p0801t0164r03,19,801,3,164,175,2.154296875,3.7734375,1.6201171875,1.001953125,33.0,0.4968,0.53515625
f19p0801t0164r04,19,801,4,164,179,1.7548828125,3.322265625,1.56640625,0.84375,45.0,0.5,0.48974609375
f19p0801t0175r03,19,801,3,175,192,2.01953125,3.966796875,1.947265625,0.83447265625,51.0,0.4756,0.49169921875
f19p0801t0175r04,19,801,4,175,192,1.7548828125,3.31640625,1.5615234375,0.8076171875,51.0,0.5264,0.54931640625
f19p0801t0181r01,19,801,1,181,197,1.5615234375,3.275390625,1.7138671875,0.88671875,48.0,0.4597,0.52197265625
f19p0801t0181r02,19,801,2,181,200,1.5615234375,3.6484375,2.087890625,0.91064453125,57.0,0.4949,0.482177734375
f19p0801t0183r03,19,801,3,183,196,1.759765625,3.12109375,1.361328125,0.8642578125,39.0,0.4934,0.499755859375
f19p0801t0183r04,19,801,4,183,197,1.755859375,2.9921875,1.2353515625,0.83935546875,42.0,0.4531,0.499755859375
f19p0801t0197r01,19,801,1,197,217,1.7099609375,3.451171875,1.7412109375,0.94091796875,60.0,0.475,0.47119140625
f19p0801t0197r02,19,801,2,197,216,1.5654296875,3.400390625,1.8359375,0.81787109375,57.0,0.4768,0.5029296875
f19p0801t0200r03,19,801,3,200,217,1.759765625,3.40234375,1.642578125,0.75146484375,51.0,0.4954,0.51904296875
f19p0801t0200r04,19,801,4,200,219,1.8896484375,3.771484375,1.8818359375,0.83740234375,57.0,0.483,0.448486328125
f19p0801t0216r02,19,801,2,216,239,1.7099609375,4.68359375,2.97265625,0.87939453125,69.0,0.4854,0.5
f19p0801t0217r01,19,801,1,217,233,1.6259765625,3.130859375,1.5048828125,0.83154296875,48.0,0.4492,0.5
f19p0801t0217r02,19,801,2,217,233,1.82421875,3.70703125,1.8828125,0.81640625,48.0,0.4744,0.5263671875
f19p0801t0233r01,19,801,1,233,252,1.5654296875,3.31640625,1.7509765625,0.78662109375,57.0,0.5107,0.489990234375
f19p0801t0233r02,19,801,2,233,253,1.5654296875,3.19140625,1.6259765625,0.71142578125,60.0,0.477,0.468994140625
f19p0801t0233r03,19,801,3,233,244,1.951171875,3.01171875,1.060546875,0.76171875,33.0,0.453,0.525390625
f19p0801t0250r03,19,801,3,250,267,1.6455078125,3.1875,1.541015625,0.80419921875,51.0,0.4548,0.38818359375
f19p0801t0252r01,19,801,1,252,266,1.625,3.056640625,1.431640625,0.90185546875,42.0,0.537,0.46826171875
f19p0801t0252r02,19,801,2,252,265,1.69140625,3.1953125,1.50390625,0.9716796875,39.0,0.48,0.51025390625
f19p0801t0253r03,19,801,3,253,272,1.49609375,3.189453125,1.693359375,0.73388671875,57.0,0.4788,0.5517578125
f19p0801t0253r04,19,801,4,253,270,1.6953125,3.451171875,1.7568359375,0.80419921875,51.0,0.4846,0.52783203125
f19p0801t0265r02,19,801,2,265,285,1.6298828125,3.705078125,2.07421875,0.83154296875,60.0,0.5034,0.4384765625
f19p0801t0265r03,19,801,3,265,283,1.5654296875,3.576171875,2.01171875,0.89501953125,54.0,0.4692,0.49072265625
f19p0801t0266r01,19,801,1,266,284,1.431640625,2.92578125,1.4951171875,0.89892578125,54.0,0.5215,0.5107421875
f19p0801t0266r02,19,801,2,266,284,1.625,3.65234375,2.02734375,0.880859375,54.0,0.496,0.498779296875
f19p0801t0284r01,19,801,1,284,300,1.4951171875,3.119140625,1.625,0.9482421875,48.0,0.505,0.52099609375
f19p0801t0284r02,19,801,2,284,303,1.431640625,3.447265625,2.015625,0.8603515625,57.0,0.4888,0.50927734375
f19p0801t0284r03,19,801,3,284,298,1.8212890625,3.341796875,1.5205078125,0.8515625,42.0,0.501,0.473388671875
f19p0801t0284r04,19,801,4,284,299,1.830078125,3.44921875,1.619140625,0.8818359375,45.0,0.504,0.4912109375
f19p0801t0298r03,19,801,3,298,315,1.5810546875,3.396484375,1.814453125,0.8564453125,51.0,0.4756,0.5390625
f19p0801t0300r01,19,801,1,300,318,1.625,3.328125,1.703125,0.88232421875,54.0,0.5156,0.50830078125
f19p0801t0300r02,19,801,2,300,318,1.4951171875,3.578125,2.08203125,0.92138671875,54.0,0.467,0.47265625
f19p0801t0303r03,19,801,3,303,318,1.755859375,3.1875,1.431640625,0.84423828125,45.0,0.4998,0.469482421875
f19p0801t0303r04,19,801,4,303,316,1.69140625,2.99609375,1.3056640625,0.82666015625,39.0,0.4868,0.4775390625
f19p0801t0318r01,19,801,1,318,335,1.69140625,3.185546875,1.4951171875,0.82861328125,51.0,0.491,0.489501953125
f19p0801t0318r02,19,801,2,318,334,1.63671875,3.326171875,1.6884765625,0.833984375,48.0,0.4922,0.529296875
f19p0801t0318r03,19,801,3,318,335,1.69140625,3.6484375,1.9580078125,0.91796875,51.0,0.4844,0.53564453125
f19p0801t0318r04,19,801,4,318,338,1.8857421875,4.09765625,2.2109375,0.841796875,60.0,0.4553,0.46044921875
f19p0801t0334r02,19,801,2,334,350,1.759765625,3.28515625,1.525390625,0.82373046875,48.0,0.5015,0.485107421875
f19p0801t0334r03,19,801,3,334,351,1.5654296875,3.642578125,2.076171875,0.92919921875,51.0,0.482,0.51806640625
f19p0801t0335r01,19,801,1,335,350,1.5595703125,2.802734375,1.2421875,0.76708984375,45.0,0.479,0.5107421875
f19p0801t0335r02,19,801,2,335,356,1.6259765625,3.51171875,1.884765625,0.76025390625,63.0,0.4866,0.5185546875
f19p0801t0350r01,19,801,1,350,368,1.431640625,3.1875,1.755859375,0.9169921875,54.0,0.4824,0.51025390625
f19p0801t0350r02,19,801,2,350,369,1.37109375,3.12109375,1.75,0.7724609375,57.0,0.4958,0.52099609375
f19p0801t0350r04,19,801,4,350,367,1.59375,3.384765625,1.791015625,0.884765625,51.0,0.4902,0.5390625
f19p0801t0356r03,19,801,3,356,370,1.8212890625,3.66015625,1.83984375,0.9287109375,42.0,0.4868,0.53271484375
f19p0801t0368r01,19,801,1,368,385,1.6259765625,3.44921875,1.8232421875,0.90185546875,51.0,0.4797,0.470947265625
f19p0801t0368r02,19,801,2,368,384,1.5615234375,2.990234375,1.4287109375,0.79931640625,48.0,0.47,0.54345703125
f19p0801t0369r03,19,801,3,369,389,1.6259765625,3.708984375,2.083984375,0.865234375,60.0,0.4944,0.491943359375
f19p0801t0369r04,19,801,4,369,387,1.4951171875,3.46484375,1.9697265625,0.93310546875,54.0,0.5127,0.50634765625
f19p0801t0384r02,19,801,2,384,407,1.625,3.4609375,1.8359375,0.76708984375,69.0,0.4927,0.491455078125
f19p0801t0384r03,19,801,3,384,404,1.365234375,3.19140625,1.826171875,0.78466796875,60.0,0.4443,0.53125
f19p0801t0385r01,19,801,1,385,398,1.625,2.927734375,1.302734375,0.87060546875,39.0,0.4556,0.489013671875
f19p0801t0385r02,19,801,2,385,400,1.82421875,3.650390625,1.826171875,0.88232421875,45.0,0.4707,0.51904296875
f19p0801t0398r02,19,801,2,398,423,1.49609375,3.908203125,2.412109375,0.72509765625,75.0,0.4707,0.5
f19p0801t0400r03,19,801,3,400,415,1.8955078125,3.9140625,2.017578125,0.91796875,45.0,0.4536,0.43310546875
f19p0801t0400r04,19,801,4,400,418,1.755859375,3.7109375,1.9541015625,0.806640625,54.0,0.4912,0.49169921875
f19p0801t0423r03,19,801,3,423,438,1.9541015625,3.595703125,1.640625,0.8154296875,45.0,0.4685,0.4755859375
f19p0801t0437r01,19,801,1,437,455,1.830078125,4.0390625,2.20703125,0.869140625,54.0,0.433,0.5
f19p0801t0438r04,19,801,4,438,458,1.7099609375,3.78515625,2.076171875,0.73046875,60.0,0.4822,0.55078125
f19p0801t0455r01,19,801,1,455,462,2.01953125,2.951171875,0.93212890625,0.98876953125,21.0,0.4302,0.4453125
f19p0801t0462r02,19,801,2,462,488,1.63671875,3.787109375,2.150390625,0.623046875,78.0,0.4705,0.5361328125
f19p0876t0013r02,19,876,2,13,29,1.8896484375,3.662109375,1.7734375,0.83984375,48.0,0.5063,0.48046875
f19p0876t0015r01,19,876,1,15,34,1.701171875,3.974609375,2.2734375,0.927734375,57.0,0.4995,0.4580078125
f19p0876t0015r02,19,876,2,15,31,2.041015625,3.916015625,1.875,0.81201171875,48.0,0.4849,0.46484375
f19p0876t0031r02,19,876,2,31,46,1.8203125,3.6484375,1.8291015625,0.85009765625,45.0,0.5024,0.4453125
f19p0876t0034r01,19,876,1,34,47,1.8203125,3.2734375,1.453125,0.90087890625,39.0,0.482,0.5
f19p0876t0034r02,19,876,2,34,48,2.154296875,3.646484375,1.4921875,0.78662109375,42.0,0.4727,0.51708984375
f19p0876t0046r03,19,876,3,46,62,1.625,3.4453125,1.8212890625,0.9228515625,48.0,0.482,0.471435546875
f19p0876t0047r01,19,876,1,47,62,1.63671875,3.447265625,1.8095703125,0.939453125,45.0,0.4773,0.5283203125
f19p0876t0047r02,19,876,2,47,64,1.63671875,3.45703125,1.8193359375,0.90234375,51.0,0.4792,0.5078125
f19p0876t0048r03,19,876,3,48,62,1.8857421875,3.4453125,1.5595703125,0.78857421875,42.0,0.4727,0.471435546875
f19p0876t0048r04,19,876,4,48,65,1.759765625,3.642578125,1.8828125,0.798828125,51.0,0.4646,0.53564453125
f19p0876t0062r01,19,876,1,62,79,1.8203125,3.51171875,1.6923828125,0.79052734375,51.0,0.4802,0.463134765625
f19p0876t0062r02,19,876,2,62,80,1.6259765625,3.51171875,1.884765625,0.86669921875,54.0,0.474,0.5185546875
f19p0876t0062r04,19,876,4,62,78,1.625,3.4453125,1.8203125,0.88232421875,48.0,0.482,0.50927734375
f19p0876t0064r04,19,876,4,64,81,1.701171875,3.576171875,1.875,0.86474609375,51.0,0.4731,0.47265625
f19p0876t0079r01,19,876,1,79,95,1.6259765625,3.255859375,1.6298828125,0.88525390625,48.0,0.4856,0.49951171875
f19p0876t0079r02,19,876,2,79,92,1.8857421875,3.583984375,1.6982421875,0.9033203125,39.0,0.473,0.490966796875
f19p0876t0080r03,19,876,3,80,97,1.8212890625,3.451171875,1.6298828125,0.8134765625,51.0,0.4775,0.452392578125
f19p0876t0080r04,19,876,4,80,100,1.6904296875,4.43359375,2.7421875,0.89453125,60.0,0.4646,0.48486328125
f19p0876t0092r02,19,876,2,92,111,1.759765625,3.970703125,2.2109375,0.8330078125,57.0,0.4963,0.5078125
f19p0876t0095r01,19,876,1,95,112,1.6259765625,3.380859375,1.7548828125,0.90576171875,51.0,0.482,0.442626953125
f19p0876t0095r02,19,876,2,95,116,1.6298828125,3.775390625,2.14453125,0.828125,63.0,0.4644,0.465087890625
f19p0876t0111r03,19,876,3,111,125,2.015625,3.451171875,1.4345703125,0.796875,42.0,0.473,0.509765625
f19p0876t0111r04,19,876,4,111,124,1.9541015625,3.447265625,1.4931640625,0.86962890625,39.0,0.4822,0.50927734375
f19p0876t0112r01,19,876,1,112,129,1.49609375,3.0546875,1.55859375,0.85595703125,51.0,0.4631,0.53173828125
f19p0876t0112r02,19,876,2,112,134,1.884765625,4.69140625,2.806640625,0.79296875,66.0,0.4568,0.50048828125
f19p0876t0116r03,19,876,3,116,131,1.755859375,3.328125,1.5712890625,0.84228515625,45.0,0.4673,0.50830078125
f19p0876t0116r04,19,876,4,116,133,2.01953125,3.900390625,1.880859375,0.79833984375,51.0,0.476,0.5166015625
f19p0876t0129r01,19,876,1,129,147,1.625,3.1328125,1.5087890625,0.75732421875,54.0,0.4429,0.498291015625
f19p0876t0129r02,19,876,2,129,147,1.4296875,3.44921875,2.01953125,0.9970703125,54.0,0.4663,0.52880859375
f19p0876t0134r03,19,876,3,134,145,2.34765625,3.7109375,1.3623046875,0.83056640625,33.0,0.462,0.473388671875
f19p0876t0145r03,19,876,3,145,162,1.755859375,4.12109375,2.36328125,1.013671875,51.0,0.4722,0.397216796875
f19p0876t0145r04,19,876,4,145,159,1.9541015625,3.544921875,1.5908203125,0.85693359375,42.0,0.4807,0.5146484375
f19p0876t0147r01,19,876,1,147,168,1.5615234375,3.46484375,1.9033203125,0.732421875,63.0,0.458,0.469482421875
f19p0876t0147r04,19,876,4,147,168,1.625,3.71875,2.09375,0.77880859375,63.0,0.4692,0.403564453125
f19p0876t0165r03,19,876,3,165,184,2.080078125,3.849609375,1.7685546875,0.7265625,57.0,0.4668,0.4921875
f19p0876t0167r03,19,876,3,167,183,1.5654296875,3.333984375,1.7685546875,0.9541015625,48.0,0.438,0.4677734375
f19p0876t0168r01,19,876,1,168,190,1.6259765625,3.646484375,2.01953125,0.79833984375,66.0,0.4775,0.481689453125
f19p0876t0168r02,19,876,2,168,186,1.8388671875,3.724609375,1.88671875,0.77392578125,54.0,0.4634,0.4912109375
f19p0876t0186r03,19,876,3,186,202,1.8955078125,3.65234375,1.7568359375,0.81689453125,48.0,0.49,0.50146484375
f19p0876t0190r01,19,876,1,190,208,1.755859375,3.451171875,1.6953125,0.7568359375,54.0,0.4966,0.5087890625
f19p0876t0190r02,19,876,2,190,205,1.8896484375,3.640625,1.751953125,0.90673828125,45.0,0.4846,0.53564453125
f19p0876t0205r02,19,876,2,205,219,1.9501953125,3.64453125,1.6943359375,0.828125,42.0,0.4722,0.51708984375
f19p0876t0205r03,19,876,3,205,223,1.69140625,3.392578125,1.701171875,0.80908203125,54.0,0.4812,0.517578125
f19p0876t0208r01,19,876,1,208,222,1.755859375,3.255859375,1.5,0.87158203125,42.0,0.469,0.45947265625
f19p0876t0208r02,19,876,2,208,222,1.6953125,3.580078125,1.8857421875,0.96630859375,42.0,0.4756,0.509765625
f19p0876t0219r03,19,876,3,219,234,1.884765625,3.578125,1.6923828125,0.8115234375,45.0,0.483,0.52734375
f19p0876t0219r04,19,876,4,219,237,1.759765625,3.779296875,2.01953125,0.861328125,54.0,0.4897,0.498779296875
f19p0876t0222r01,19,876,1,222,241,1.49609375,3.1875,1.69140625,0.8125,57.0,0.4602,0.51025390625
f19p0876t0222r02,19,876,2,222,240,1.759765625,3.603515625,1.84375,0.7978515625,54.0,0.463,0.51318359375
f19p0876t0222r03,19,876,3,222,237,1.82421875,3.380859375,1.556640625,0.86474609375,45.0,0.469,0.5
f19p0876t0222r04,19,876,4,222,238,1.755859375,3.3828125,1.6259765625,0.875,48.0,0.4636,0.5
f19p0876t0237r03,19,876,3,237,254,1.69140625,3.7109375,2.01953125,0.849609375,51.0,0.479,0.50927734375
f19p0876t0240r03,19,876,3,240,258,1.7548828125,3.328125,1.572265625,0.68603515625,54.0,0.4688,0.53076171875
f19p0876t0241r01,19,876,1,241,257,1.6259765625,3.1328125,1.5068359375,0.85595703125,48.0,0.4521,0.498291015625
f19p0876t0241r02,19,876,2,241,260,1.5615234375,3.900390625,2.33984375,0.91845703125,57.0,0.466,0.483154296875
f19p0876t0257r01,19,876,1,257,276,1.5615234375,3.580078125,2.01953125,0.87646484375,57.0,0.4663,0.5087890625
f19p0876t0257r02,19,876,2,257,276,1.572265625,3.123046875,1.55078125,0.83251953125,57.0,0.4653,0.54150390625
f19p0876t0260r03,19,876,3,260,275,1.884765625,4.03515625,2.150390625,0.8876953125,45.0,0.4739,0.5478515625
f19p0876t0260r04,19,876,4,260,275,2.015625,3.33984375,1.32421875,0.80224609375,45.0,0.4639,0.60302734375
f19p0876t0276r01,19,876,1,276,293,1.8212890625,3.51171875,1.69140625,0.79052734375,51.0,0.4885,0.4814453125
f19p0876t0276r02,19,876,2,276,295,1.759765625,3.83984375,2.080078125,0.7685546875,57.0,0.455,0.4921875
f19p0876t0276r03,19,876,3,276,296,1.69140625,3.521484375,1.8310546875,0.79248046875,60.0,0.4656,0.4462890625
f19p0876t0293r01,19,876,1,293,309,1.69140625,3.396484375,1.7041015625,0.8095703125,48.0,0.4749,0.4609375
f19p0876t0293r02,19,876,2,293,312,1.8212890625,3.849609375,2.029296875,0.7763671875,57.0,0.47,0.44189453125
f19p0876t0295r04,19,876,4,295,311,1.9501953125,3.384765625,1.4345703125,0.7236328125,48.0,0.4724,0.47998046875
f19p0876t0309r01,19,876,1,309,327,1.5654296875,3.130859375,1.5654296875,0.71533203125,54.0,0.4976,0.456787109375
f19p0876t0309r02,19,876,2,309,328,1.830078125,3.5703125,1.7392578125,0.75830078125,57.0,0.4612,0.482177734375
f19p0876t0312r03,19,876,3,312,325,1.701171875,3.060546875,1.359375,0.873046875,39.0,0.473,0.468994140625
f19p0876t0312r04,19,876,4,312,328,2.1484375,4.16015625,2.013671875,0.84521484375,48.0,0.4414,0.484375
f19p0876t0325r03,19,876,3,325,345,1.435546875,3.197265625,1.76171875,0.81591796875,60.0,0.4524,0.5322265625
f19p0876t0325r04,19,876,4,325,340,1.625,3.072265625,1.447265625,0.80517578125,45.0,0.4656,0.4462890625
f19p0876t0327r01,19,876,1,327,347,1.4296875,3.19140625,1.76171875,0.77880859375,60.0,0.4968,0.468994140625
f19p0876t0327r02,19,876,2,327,346,1.701171875,3.865234375,2.1640625,0.8427734375,57.0,0.4673,0.478271484375
f19p0876t0328r03,19,876,3,328,344,1.720703125,3.51953125,1.798828125,0.84619140625,48.0,0.471,0.5
f19p0876t0328r04,19,876,4,328,345,1.8486328125,3.8359375,1.9873046875,0.89208984375,51.0,0.4648,0.44091796875
f19p0876t0344r03,19,876,3,344,362,1.759765625,3.451171875,1.69140625,0.81494140625,54.0,0.4802,0.52783203125
f19p0876t0344r04,19,876,4,344,358,1.759765625,3.185546875,1.4267578125,0.912109375,42.0,0.478,0.509765625
f19p0876t0346r02,19,876,2,346,363,1.8486328125,3.650390625,1.8017578125,0.76904296875,51.0,0.467,0.483642578125
f19p0876t0346r03,19,876,3,346,362,2.015625,3.83984375,1.82421875,0.8544921875,48.0,0.4563,0.4404296875
f19p0876t0347r01,19,876,1,347,365,1.49609375,3.380859375,1.884765625,0.8642578125,54.0,0.4775,0.499755859375
f19p0876t0347r02,19,876,2,347,365,1.6953125,3.84375,2.1484375,0.92333984375,54.0,0.4844,0.474609375
f19p0876t0365r01,19,876,1,365,382,1.6904296875,3.267578125,1.5771484375,0.77587890625,51.0,0.4822,0.46142578125
f19p0876t0365r02,19,876,2,365,385,1.69140625,3.849609375,2.158203125,0.82080078125,60.0,0.4778,0.4755859375
f19p0876t0365r03,19,876,3,365,379,1.82421875,3.328125,1.5029296875,0.81689453125,42.0,0.4858,0.46923828125
f19p0876t0365r04,19,876,4,365,379,2.01953125,3.658203125,1.6396484375,0.8291015625,42.0,0.483,0.50244140625
f19p0876t0379r04,19,876,4,379,396,1.765625,3.70703125,1.9404296875,0.88720703125,51.0,0.4863,0.4736328125
f19p0876t0382r01,19,876,1,382,400,1.5078125,3.251953125,1.744140625,0.88671875,54.0,0.4585,0.480224609375
f19p0876t0382r02,19,876,2,382,401,1.759765625,3.904296875,2.14453125,0.81982421875,57.0,0.4846,0.53369140625
f19p0876t0385r03,19,876,3,385,399,1.830078125,3.451171875,1.62109375,0.89013671875,42.0,0.4795,0.4912109375
f19p0876t0385r04,19,876,4,385,400,2.01953125,3.90234375,1.8828125,0.9140625,45.0,0.4795,0.5
f19p0876t0400r01,19,876,1,400,419,1.5615234375,3.57421875,2.013671875,0.8740234375,57.0,0.4546,0.50927734375
f19p0876t0400r02,19,876,2,400,415,1.6904296875,3.3203125,1.6298828125,0.87451171875,45.0,0.4556,0.5107421875
f19p0876t0401r03,19,876,3,401,415,2.083984375,3.642578125,1.55859375,0.82666015625,42.0,0.502,0.46435546875
f19p0876t0401r04,19,876,4,401,415,1.8212890625,3.333984375,1.5126953125,0.86572265625,42.0,0.4617,0.42919921875
f19p0876t0415r02,19,876,2,415,433,1.6953125,3.583984375,1.8896484375,0.8134765625,54.0,0.4531,0.490966796875
f19p0876t0415r03,19,876,3,415,435,1.625,3.724609375,2.099609375,0.8125,60.0,0.4517,0.50634765625
f19p0876t0415r04,19,876,4,415,431,1.69140625,3.515625,1.82421875,0.91357421875,48.0,0.5273,0.5361328125
f19p0876t0419r01,19,876,1,419,429,1.8203125,2.73828125,0.91845703125,0.86279296875,30.0,0.4404,0.429931640625
f19p0876t0419r02,19,876,2,419,437,1.7548828125,3.646484375,1.890625,0.75439453125,54.0,0.463,0.51708984375
f19p0876t0437r02,19,876,2,437,456,1.8857421875,4.03515625,2.1484375,0.8623046875,57.0,0.4866,0.484375
f19p0876t0452r02,19,876,2,452,471,1.8857421875,3.837890625,1.951171875,0.787109375,57.0,0.4558,0.54248046875
f19p0876t0454r04,19,876,4,454,472,1.755859375,3.642578125,1.8857421875,0.8359375,54.0,0.4653,0.51806640625
f19p0876t0471r03,19,876,3,471,487,2.080078125,4.0390625,1.95703125,0.8310546875,48.0,0.4736,0.564453125
f19p0876t0485r01,19,876,1,485,499,2.080078125,3.576171875,1.4951171875,0.8017578125,42.0,0.4739,0.52685546875
f19p0876t0485r03,19,876,3,485,498,2.21875,3.970703125,1.751953125,0.8505859375,39.0,0.4863,0.5078125
f19p0950t0008r03,19,950,3,8,26,1.8203125,3.578125,1.7578125,0.775390625,54.0,0.4697,0.47265625
f19p0950t0008r04,19,950,4,8,24,1.755859375,3.2734375,1.5166015625,0.73828125,48.0,0.506,0.5166015625
f19p0950t0015r01,19,950,1,15,31,1.8212890625,3.642578125,1.8212890625,0.91162109375,48.0,0.4956,0.51806640625
f19p0950t0015r02,19,950,2,15,33,1.755859375,3.71484375,1.9580078125,0.84814453125,54.0,0.4768,0.5263671875
f19p0950t0017r03,19,950,3,17,30,2.01953125,3.734375,1.7158203125,0.90283203125,39.0,0.4749,0.4951171875
f19p0950t0017r04,19,950,4,17,32,1.966796875,3.90234375,1.9345703125,0.904296875,45.0,0.504,0.5
f19p0950t0031r01,19,950,1,31,47,1.8857421875,3.51171875,1.625,0.82275390625,48.0,0.4685,0.481689453125
f19p0950t0031r02,19,950,2,31,49,1.755859375,3.576171875,1.8203125,0.80029296875,54.0,0.4607,0.56396484375
f19p0950t0033r03,19,950,3,33,47,1.9541015625,3.26171875,1.30859375,0.80908203125,42.0,0.4797,0.478515625
f19p0950t0033r04,19,950,4,33,49,1.759765625,3.46875,1.708984375,0.84765625,48.0,0.481,0.52978515625
f19p0950t0047r01,19,950,1,47,64,1.69140625,3.708984375,2.017578125,0.88232421875,51.0,0.4695,0.491943359375
f19p0950t0047r02,19,950,2,47,66,1.8203125,3.91796875,2.09765625,0.78515625,57.0,0.4812,0.4814453125
f19p0950t0049r03,19,950,3,49,67,2.015625,4.16015625,2.146484375,0.83984375,54.0,0.455,0.453125
f19p0950t0049r04,19,950,4,49,67,1.5595703125,3.318359375,1.7578125,0.90966796875,54.0,0.4573,0.548828125
f19p0950t0064r01,19,950,1,64,80,1.82421875,3.185546875,1.3603515625,0.73388671875,48.0,0.4622,0.469482421875
f19p0950t0066r04,19,950,4,66,78,2.03125,2.7421875,0.7109375,0.50732421875,36.0,0.486,0.57080078125
f19p0950t0080r01,19,950,1,80,101,1.4951171875,3.849609375,2.353515625,0.9140625,63.0,0.4688,0.457275390625
f19p0950t0080r02,19,950,2,80,96,1.6904296875,3.771484375,2.08203125,0.9443359375,48.0,0.465,0.4482421875
f19p0950t0080r03,19,950,3,80,98,1.8212890625,3.83984375,2.01953125,0.78076171875,54.0,0.4585,0.491943359375
f19p0950t0080r04,19,950,4,80,96,2.015625,3.7109375,1.6953125,0.830078125,48.0,0.4766,0.50927734375
f19p0950t0096r02,19,950,2,96,113,1.69140625,3.3828125,1.69140625,0.814453125,51.0,0.4778,0.461669921875
f19p0950t0096r03,19,950,3,96,112,2.080078125,3.658203125,1.578125,0.78564453125,48.0,0.48,0.47998046875
f19p0950t0098r04,19,950,4,98,114,1.8896484375,3.671875,1.7822265625,0.86181640625,48.0,0.48,0.46875
f19p0950t0101r01,19,950,1,101,117,1.759765625,3.3203125,1.5595703125,0.806640625,48.0,0.4722,0.469970703125
f19p0950t0101r02,19,950,2,101,115,2.08984375,3.71875,1.630859375,0.8388671875,42.0,0.4558,0.47314453125
f19p0950t0112r04,19,950,4,112,125,1.755859375,3.185546875,1.4296875,0.78564453125,39.0,0.4663,0.489501953125
